Title,Show,Season,Episode,URL,target
Decoded,Decoded,2,18,https://www.mtv.com/episodes/awted4,https://www.paramountplus.com/brands/mtv/
Decoded,Decoded,2,19,https://www.mtv.com/episodes/ekvzem,https://www.paramountplus.com/brands/mtv/
Decoded,Decoded,2,2,https://www.mtv.com/episodes/vyh1br,https://www.paramountplus.com/brands/mtv/
Decoded,Decoded,2,20,https://www.mtv.com/episodes/o9bdkv,https://www.paramountplus.com/brands/mtv/
Decoded,Decoded,2,21,https://www.mtv.com/episodes/l233j4,https://www.paramountplus.com/brands/mtv/
Decoded,Decoded,2,22,https://www.mtv.com/episodes/f40xf0,https://www.paramountplus.com/brands/mtv/
Decoded,Decoded,2,23,https://www.mtv.com/episodes/wwuk53,https://www.paramountplus.com/brands/mtv/
Decoded,Decoded,2,24,https://www.mtv.com/episodes/bko279,https://www.paramountplus.com/brands/mtv/
Decoded,Decoded,2,3,https://www.mtv.com/episodes/p38d4w,https://www.paramountplus.com/brands/mtv/
Decoded,Decoded,2,5,https://www.mtv.com/episodes/k918h2,https://www.paramountplus.com/brands/mtv/
Decoded,Decoded,2,6,https://www.mtv.com/episodes/w0b23r,https://www.paramountplus.com/brands/mtv/
Decoded,Decoded,2,7,https://www.mtv.com/episodes/yfjryb,https://www.paramountplus.com/brands/mtv/
Decoded,Decoded,2,8,https://www.mtv.com/episodes/apnvlw,https://www.paramountplus.com/brands/mtv/
Decoded,Decoded,2,9,https://www.mtv.com/episodes/0189am,https://www.paramountplus.com/brands/mtv/
Decoded,Decoded,3,1,https://www.mtv.com/episodes/47q11y,https://www.paramountplus.com/brands/mtv/
Decoded,Decoded,3,10,https://www.mtv.com/episodes/ezgccw,https://www.paramountplus.com/brands/mtv/
Decoded,Decoded,3,11,https://www.mtv.com/episodes/lal7gy,https://www.paramountplus.com/brands/mtv/
Decoded,Decoded,3,12,https://www.mtv.com/episodes/hqwctq,https://www.paramountplus.com/brands/mtv/
Decoded,Decoded,3,2,https://www.mtv.com/episodes/d7gyjx,https://www.paramountplus.com/brands/mtv/
Decoded,Decoded,3,3,https://www.mtv.com/episodes/3bpcx9,https://www.paramountplus.com/brands/mtv/
Decoded,Decoded,3,4,https://www.mtv.com/episodes/d3k5k6,https://www.paramountplus.com/brands/mtv/
Decoded,Decoded,3,5,https://www.mtv.com/episodes/a1nh73,https://www.paramountplus.com/brands/mtv/
Decoded,Decoded,3,6,https://www.mtv.com/episodes/6005eq,https://www.paramountplus.com/brands/mtv/
Decoded,Decoded,3,7,https://www.mtv.com/episodes/5l98pj,https://www.paramountplus.com/brands/mtv/
Decoded,Decoded,3,8,https://www.mtv.com/episodes/iryke9,https://www.paramountplus.com/brands/mtv/
Decoded,Decoded,3,9,https://www.mtv.com/episodes/o4u1px,https://www.paramountplus.com/brands/mtv/
Decoded,Decoded,4,1,https://www.mtv.com/episodes/yqystk,https://www.paramountplus.com/brands/mtv/
Decoded,Decoded,4,2,https://www.mtv.com/episodes/zjly8u,https://www.paramountplus.com/brands/mtv/
Decoded,Decoded,5,1,https://www.mtv.com/episodes/6fqkkj,https://www.paramountplus.com/brands/mtv/
Decoded,Decoded,5,10,https://www.mtv.com/episodes/pnrnvn,https://www.paramountplus.com/brands/mtv/
Decoded,Decoded,5,11,https://www.mtv.com/episodes/g13s20,https://www.paramountplus.com/brands/mtv/
Decoded,Decoded,5,12,https://www.mtv.com/episodes/cb8fu1,https://www.paramountplus.com/brands/mtv/
Decoded,Decoded,5,2,https://www.mtv.com/episodes/ebglmu,https://www.paramountplus.com/brands/mtv/
Decoded,Decoded,5,3,https://www.mtv.com/episodes/q0gg0v,https://www.paramountplus.com/brands/mtv/
Decoded,Decoded,5,4,https://www.mtv.com/episodes/lbkre6,https://www.paramountplus.com/brands/mtv/
Decoded,Decoded,5,5,https://www.mtv.com/episodes/s7d4ec,https://www.paramountplus.com/brands/mtv/
Decoded,Decoded,5,6,https://www.mtv.com/episodes/hsv9kl,https://www.paramountplus.com/brands/mtv/
Decoded,Decoded,5,7,https://www.mtv.com/episodes/lah326,https://www.paramountplus.com/brands/mtv/
Decoded,Decoded,5,8,https://www.mtv.com/episodes/61ye84,https://www.paramountplus.com/brands/mtv/
Decoded,Decoded,5,9,https://www.mtv.com/episodes/4o22ft,https://www.paramountplus.com/brands/mtv/
Decoded,Decoded,6,1,https://www.mtv.com/episodes/y7fvlk,https://www.paramountplus.com/brands/mtv/
Decoded,Decoded,6,10,https://www.mtv.com/episodes/g0sd2j,https://www.paramountplus.com/brands/mtv/
Decoded,Decoded,6,11,https://www.mtv.com/episodes/59qfrc,https://www.paramountplus.com/brands/mtv/
Decoded,Decoded,6,2,https://www.mtv.com/episodes/gb2buf,https://www.paramountplus.com/brands/mtv/
Decoded,Decoded,6,3,https://www.mtv.com/episodes/poepsb,https://www.paramountplus.com/brands/mtv/
Decoded,Decoded,6,5,https://www.mtv.com/episodes/csykxo,https://www.paramountplus.com/brands/mtv/
Decoded,Decoded,6,6,https://www.mtv.com/episodes/8a11do,https://www.paramountplus.com/brands/mtv/
Decoded,Decoded,6,7,https://www.mtv.com/episodes/ndlsid,https://www.paramountplus.com/brands/mtv/
Decoded,Decoded,6,8,https://www.mtv.com/episodes/3y0ee3,https://www.paramountplus.com/brands/mtv/
Decoded,Decoded,6,9,https://www.mtv.com/episodes/qq9pzd,https://www.paramountplus.com/brands/mtv/
Decoded,Decoded,7,1,https://www.mtv.com/episodes/siroyr,https://www.paramountplus.com/brands/mtv/
Decoded,Decoded,7,10,https://www.mtv.com/episodes/baaffh,https://www.paramountplus.com/brands/mtv/
Decoded,Decoded,7,11,https://www.mtv.com/episodes/gq6hwm,https://www.paramountplus.com/brands/mtv/
Decoded,Decoded,7,12,https://www.mtv.com/episodes/yqchsd,https://www.paramountplus.com/brands/mtv/
Decoded,Decoded,7,2,https://www.mtv.com/episodes/jc1zum,https://www.paramountplus.com/brands/mtv/
Decoded,Decoded,7,3,https://www.mtv.com/episodes/kbjtxt,https://www.paramountplus.com/brands/mtv/
Decoded,Decoded,7,4,https://www.mtv.com/episodes/b9x7ne,https://www.paramountplus.com/brands/mtv/
Decoded,Decoded,7,5,https://www.mtv.com/episodes/lh5bck,https://www.paramountplus.com/brands/mtv/
Decoded,Decoded,7,6,https://www.mtv.com/episodes/4pzgj6,https://www.paramountplus.com/brands/mtv/
Decoded,Decoded,7,8,https://www.mtv.com/episodes/ejk59m,https://www.paramountplus.com/brands/mtv/
Decoded,Decoded,7,9,https://www.mtv.com/episodes/z95auq,https://www.paramountplus.com/brands/mtv/
Decoded,Decoded,8,1,https://www.mtv.com/episodes/l6s4hl,https://www.paramountplus.com/brands/mtv/
Decoded,Decoded,8,2,https://www.mtv.com/episodes/vadtsl,https://www.paramountplus.com/brands/mtv/
Decoded,Decoded,8,3,https://www.mtv.com/episodes/c5d1fc,https://www.paramountplus.com/brands/mtv/
Decoded,Decoded,8,4,https://www.mtv.com/episodes/qv480f,https://www.paramountplus.com/brands/mtv/
Decoded,Decoded,8,5,https://www.mtv.com/episodes/ibxv4z,https://www.paramountplus.com/brands/mtv/
Decoded,Decoded,8,6,https://www.mtv.com/episodes/aig6j2,https://www.paramountplus.com/brands/mtv/
Ex On The Beach: Couples,Ex On The Beach: Couples,1,6,https://www.mtv.com/episodes/asc795,https://www.paramountplus.com/shows/ex-on-the-beach-us/
Families of the Mafia,Families of the Mafia,,,https://www.mtv.com/episodes/p81kyd,https://www.paramountplus.com/brands/mtv/
Families of the Mafia,Families of the Mafia,,,https://www.mtv.com/episodes/72emdf,https://www.paramountplus.com/brands/mtv/
Families of the Mafia,Families of the Mafia,1,1,https://www.mtv.com/episodes/vjooi2,https://www.paramountplus.com/brands/mtv/
Families of the Mafia,Families of the Mafia,1,2,https://www.mtv.com/episodes/m0pn62,https://www.paramountplus.com/brands/mtv/
Families of the Mafia,Families of the Mafia,1,3,https://www.mtv.com/episodes/jxh0ci,https://www.paramountplus.com/brands/mtv/
Families of the Mafia,Families of the Mafia,1,4,https://www.mtv.com/episodes/it85f1,https://www.paramountplus.com/brands/mtv/
Families of the Mafia,Families of the Mafia,1,5,https://www.mtv.com/episodes/bj1y1r,https://www.paramountplus.com/brands/mtv/
Families of the Mafia,Families of the Mafia,1,6,https://www.mtv.com/episodes/8lxkvk,https://www.paramountplus.com/brands/mtv/
Families of the Mafia,Families of the Mafia,2,1,https://www.mtv.com/episodes/1kkzqk,https://www.paramountplus.com/brands/mtv/
Families of the Mafia,Families of the Mafia,2,2,https://www.mtv.com/episodes/ffgqr7,https://www.paramountplus.com/brands/mtv/
Families of the Mafia,Families of the Mafia,2,3,https://www.mtv.com/episodes/l1hyyf,https://www.paramountplus.com/brands/mtv/
Families of the Mafia,Families of the Mafia,2,4,https://www.mtv.com/episodes/t6it9c,https://www.paramountplus.com/brands/mtv/
Families of the Mafia,Families of the Mafia,2,5,https://www.mtv.com/episodes/421zl0,https://www.paramountplus.com/brands/mtv/
Families of the Mafia,Families of the Mafia,2,7,https://www.mtv.com/episodes/5ykn5o,https://www.paramountplus.com/brands/mtv/
Families of the Mafia,Families of the Mafia,2,8,https://www.mtv.com/episodes/b51ksx,https://www.paramountplus.com/brands/mtv/
Families of the Mafia,Families of the Mafia,2,9,https://www.mtv.com/episodes/3nzlud,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,,,https://www.mtv.com/episodes/w876yp,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,1,1,https://www.mtv.com/episodes/d4moe0,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,1,10,https://www.mtv.com/episodes/f7cc36,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,1,11,https://www.mtv.com/episodes/8qb2uk,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,1,12,https://www.mtv.com/episodes/uih7ak,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,1,13,https://www.mtv.com/episodes/n0eiao,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,1,14,https://www.mtv.com/episodes/ip5wlf,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,1,15,https://www.mtv.com/episodes/cyz6e2,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,1,16,https://www.mtv.com/episodes/1akbn0,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,1,17,https://www.mtv.com/episodes/emougi,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,1,18,https://www.mtv.com/episodes/da0fci,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,1,19,https://www.mtv.com/episodes/k8f7cb,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,1,2,https://www.mtv.com/episodes/k0lh5t,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,1,20,https://www.mtv.com/episodes/2v90md,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,1,3,https://www.mtv.com/episodes/zxeffb,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,1,4,https://www.mtv.com/episodes/1f1pjs,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,1,5,https://www.mtv.com/episodes/ltnyv9,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,1,6,https://www.mtv.com/episodes/kt9y69,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,1,7,https://www.mtv.com/episodes/chxfvu,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,1,8,https://www.mtv.com/episodes/j44d7u,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,1,9,https://www.mtv.com/episodes/xe9rcq,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,2,1,https://www.mtv.com/episodes/bpdrmn,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,2,10,https://www.mtv.com/episodes/8jpx2b,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,2,11,https://www.mtv.com/episodes/b2jth2,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,2,12,https://www.mtv.com/episodes/kurnsv,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,2,14,https://www.mtv.com/episodes/l3wgxq,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,2,15,https://www.mtv.com/episodes/fegmn9,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,2,16,https://www.mtv.com/episodes/qdu6o7,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,2,17,https://www.mtv.com/episodes/h8zp2v,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,2,18,https://www.mtv.com/episodes/4l5khs,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,2,19,https://www.mtv.com/episodes/6yd9l6,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,2,2,https://www.mtv.com/episodes/1hx3er,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,2,20,https://www.mtv.com/episodes/kuyg2x,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,2,21,https://www.mtv.com/episodes/wtz05e,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,2,22,https://www.mtv.com/episodes/vanbsi,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,2,3,https://www.mtv.com/episodes/hy0uqp,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,2,4,https://www.mtv.com/episodes/skgrpp,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,2,5,https://www.mtv.com/episodes/otiy1j,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,2,6,https://www.mtv.com/episodes/x9plyp,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,2,7,https://www.mtv.com/episodes/6cjjzn,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,2,8,https://www.mtv.com/episodes/gfcm6x,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,2,9,https://www.mtv.com/episodes/1q9zof,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,3,1,https://www.mtv.com/episodes/ecdgkl,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,3,10,https://www.mtv.com/episodes/ca8snh,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,3,11,https://www.mtv.com/episodes/ttfi0e,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,3,12,https://www.mtv.com/episodes/kpnvhi,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,3,13,https://www.mtv.com/episodes/ua38k4,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,3,14,https://www.mtv.com/episodes/yn9owg,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,3,15,https://www.mtv.com/episodes/cp6xod,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,3,16,https://www.mtv.com/episodes/v3wknx,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,3,17,https://www.mtv.com/episodes/vfrrub,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,3,18,https://www.mtv.com/episodes/3fdy0o,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,3,19,https://www.mtv.com/episodes/yhk8ep,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,3,2,https://www.mtv.com/episodes/k59jv2,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,3,20,https://www.mtv.com/episodes/vdgj54,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,3,21,https://www.mtv.com/episodes/4uyv1v,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,3,22,https://www.mtv.com/episodes/5mcx2z,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,3,3,https://www.mtv.com/episodes/c2b108,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,3,4,https://www.mtv.com/episodes/lwoono,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,3,5,https://www.mtv.com/episodes/wr112q,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,3,6,https://www.mtv.com/episodes/o2evlx,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,3,7,https://www.mtv.com/episodes/r9ug4v,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,3,8,https://www.mtv.com/episodes/3vsu62,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,3,9,https://www.mtv.com/episodes/fa4ghu,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,4,1,https://www.mtv.com/episodes/a058pz,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,4,10,https://www.mtv.com/episodes/wfmljr,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,4,11,https://www.mtv.com/episodes/kc5hj8,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,4,12,https://www.mtv.com/episodes/veo7b8,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,4,13,https://www.mtv.com/episodes/89gm8l,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,4,14,https://www.mtv.com/episodes/zigwqe,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,4,15,https://www.mtv.com/episodes/oz1zj1,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,4,16,https://www.mtv.com/episodes/0unuvs,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,4,17,https://www.mtv.com/episodes/uwgzt3,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,4,18,https://www.mtv.com/episodes/04iy65,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,4,19,https://www.mtv.com/episodes/esgqz7,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,4,2,https://www.mtv.com/episodes/uizsmf,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,4,20,https://www.mtv.com/episodes/ueeuxf,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,4,21,https://www.mtv.com/episodes/pxz9qv,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,4,22,https://www.mtv.com/episodes/f6mxbk,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,4,3,https://www.mtv.com/episodes/ufnuw2,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,4,4,https://www.mtv.com/episodes/ult5rz,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,4,5,https://www.mtv.com/episodes/5f8j05,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,4,6,https://www.mtv.com/episodes/2xhb5v,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,4,7,https://www.mtv.com/episodes/uolu02,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,4,8,https://www.mtv.com/episodes/vvi5m8,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,4,9,https://www.mtv.com/episodes/vjway7,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,5,1,https://www.mtv.com/episodes/8bsn31,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,5,10,https://www.mtv.com/episodes/1shcaw,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,5,11,https://www.mtv.com/episodes/4yobj9,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,5,12,https://www.mtv.com/episodes/21er4o,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,5,13,https://www.mtv.com/episodes/y99xkj,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,5,14,https://www.mtv.com/episodes/z2urdx,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,5,15,https://www.mtv.com/episodes/b4ossx,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,5,16,https://www.mtv.com/episodes/57u5tj,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,5,17,https://www.mtv.com/episodes/3umyfq,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,5,18,https://www.mtv.com/episodes/db6jj4,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,5,19,https://www.mtv.com/episodes/zhl8pg,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,5,2,https://www.mtv.com/episodes/4dwdxo,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,5,20,https://www.mtv.com/episodes/es03m3,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,5,3,https://www.mtv.com/episodes/5sv6qe,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,5,4,https://www.mtv.com/episodes/4n4aki,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,5,5,https://www.mtv.com/episodes/pgsvay,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,5,6,https://www.mtv.com/episodes/61cs67,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,5,7,https://www.mtv.com/episodes/tf0pr8,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,5,8,https://www.mtv.com/episodes/88tt7g,https://www.paramountplus.com/brands/mtv/
Friendzone,Friendzone,5,9,https://www.mtv.com/episodes/wjz8uo,https://www.paramountplus.com/brands/mtv/
Game of Clones,Game of Clones,1,1,https://www.mtv.com/episodes/d89b8g,https://www.paramountplus.com/shows/game-of-clones/
Game of Clones,Game of Clones,1,2,https://www.mtv.com/episodes/7uh3je,https://www.paramountplus.com/shows/game-of-clones/
Game of Clones,Game of Clones,1,3,https://www.mtv.com/episodes/9kzn29,https://www.paramountplus.com/shows/game-of-clones/
Game of Clones,Game of Clones,1,4,https://www.mtv.com/episodes/6b95z6,https://www.paramountplus.com/shows/game-of-clones/
Game of Clones,Game of Clones,1,5,https://www.mtv.com/episodes/oxra33,https://www.paramountplus.com/shows/game-of-clones/
Game of Clones,Game of Clones,1,6,https://www.mtv.com/episodes/k1926b,https://www.paramountplus.com/shows/game-of-clones/
Game of Clones,Game of Clones,1,7,https://www.mtv.com/episodes/drdimv,https://www.paramountplus.com/shows/game-of-clones/
Game of Clones,Game of Clones,1,8,https://www.mtv.com/episodes/poi4po,https://www.paramountplus.com/shows/game-of-clones/
Ghosted: Love Gone Missing,Ghosted: Love Gone Missing,,,https://www.mtv.com/episodes/lchfk6, https://www.paramountplus.com/shows/ghosted-love-gone-missing/
Ghosted: Love Gone Missing,Ghosted: Love Gone Missing,1,1,https://www.mtv.com/episodes/0nocy5, https://www.paramountplus.com/shows/ghosted-love-gone-missing/
Ghosted: Love Gone Missing,Ghosted: Love Gone Missing,1,2,https://www.mtv.com/episodes/hzmtov, https://www.paramountplus.com/shows/ghosted-love-gone-missing/
Ghosted: Love Gone Missing,Ghosted: Love Gone Missing,1,3,https://www.mtv.com/episodes/qgsmgf, https://www.paramountplus.com/shows/ghosted-love-gone-missing/
Ghosted: Love Gone Missing,Ghosted: Love Gone Missing,1,4,https://www.mtv.com/episodes/ghn8fa, https://www.paramountplus.com/shows/ghosted-love-gone-missing/
Ghosted: Love Gone Missing,Ghosted: Love Gone Missing,1,5,https://www.mtv.com/episodes/k1hr31, https://www.paramountplus.com/shows/ghosted-love-gone-missing/
Ghosted: Love Gone Missing,Ghosted: Love Gone Missing,1,6,https://www.mtv.com/episodes/grm2wk, https://www.paramountplus.com/shows/ghosted-love-gone-missing/
Ghosted: Love Gone Missing,Ghosted: Love Gone Missing,1,7,https://www.mtv.com/episodes/zo8m69, https://www.paramountplus.com/shows/ghosted-love-gone-missing/
Ghosted: Love Gone Missing,Ghosted: Love Gone Missing,1,8,https://www.mtv.com/episodes/sg191c, https://www.paramountplus.com/shows/ghosted-love-gone-missing/
Ghosted: Love Gone Missing,Ghosted: Love Gone Missing,2,1,https://www.mtv.com/episodes/qeqiv8, https://www.paramountplus.com/shows/ghosted-love-gone-missing/
Ghosted: Love Gone Missing,Ghosted: Love Gone Missing,2,2,https://www.mtv.com/episodes/mswmzj, https://www.paramountplus.com/shows/ghosted-love-gone-missing/
Ghosted: Love Gone Missing,Ghosted: Love Gone Missing,2,3,https://www.mtv.com/episodes/4qakdg, https://www.paramountplus.com/shows/ghosted-love-gone-missing/
Ghosted: Love Gone Missing,Ghosted: Love Gone Missing,2,4,https://www.mtv.com/episodes/v6eohs, https://www.paramountplus.com/shows/ghosted-love-gone-missing/
Ghosted: Love Gone Missing,Ghosted: Love Gone Missing,2,5,https://www.mtv.com/episodes/058esz, https://www.paramountplus.com/shows/ghosted-love-gone-missing/
Ghosted: Love Gone Missing,Ghosted: Love Gone Missing,2,6,https://www.mtv.com/episodes/9rpcbs, https://www.paramountplus.com/shows/ghosted-love-gone-missing/
Ghosted: Love Gone Missing,Ghosted: Love Gone Missing,2,7,https://www.mtv.com/episodes/dc9eqi, https://www.paramountplus.com/shows/ghosted-love-gone-missing/
Ghosted: Love Gone Missing,Ghosted: Love Gone Missing,2,8,https://www.mtv.com/episodes/5rch2y, https://www.paramountplus.com/shows/ghosted-love-gone-missing/
Girl Code,Girl Code,,,https://www.mtv.com/episodes/aquo8h, https://www.paramountplus.com/shows/girl-code/
Girl Code,Girl Code,1,1,https://www.mtv.com/episodes/bkj3hz, https://www.paramountplus.com/shows/girl-code/
Girl Code,Girl Code,1,10,https://www.mtv.com/episodes/kkgvq4, https://www.paramountplus.com/shows/girl-code/
Girl Code,Girl Code,1,11,https://www.mtv.com/episodes/3b92kr, https://www.paramountplus.com/shows/girl-code/
Girl Code,Girl Code,1,12,https://www.mtv.com/episodes/psd1y1, https://www.paramountplus.com/shows/girl-code/
Girl Code,Girl Code,1,13,https://www.mtv.com/episodes/jun5c3, https://www.paramountplus.com/shows/girl-code/
Girl Code,Girl Code,1,14,https://www.mtv.com/episodes/0eap7d, https://www.paramountplus.com/shows/girl-code/
Girl Code,Girl Code,1,15,https://www.mtv.com/episodes/ndpc6w, https://www.paramountplus.com/shows/girl-code/
Girl Code,Girl Code,1,16,https://www.mtv.com/episodes/twxyzu, https://www.paramountplus.com/shows/girl-code/
Girl Code,Girl Code,1,17,https://www.mtv.com/episodes/62q1h6, https://www.paramountplus.com/shows/girl-code/
Girl Code,Girl Code,1,18,https://www.mtv.com/episodes/xnokxz, https://www.paramountplus.com/shows/girl-code/
Girl Code,Girl Code,1,19,https://www.mtv.com/episodes/z0wabt, https://www.paramountplus.com/shows/girl-code/
Girl Code,Girl Code,1,2,https://www.mtv.com/episodes/xbmcsm, https://www.paramountplus.com/shows/girl-code/
Girl Code,Girl Code,1,20,https://www.mtv.com/episodes/jw2y8g, https://www.paramountplus.com/shows/girl-code/
Girl Code,Girl Code,1,3,https://www.mtv.com/episodes/loi5at, https://www.paramountplus.com/shows/girl-code/
Girl Code,Girl Code,1,4,https://www.mtv.com/episodes/799o2v, https://www.paramountplus.com/shows/girl-code/
Girl Code,Girl Code,1,5,https://www.mtv.com/episodes/ojv1rk, https://www.paramountplus.com/shows/girl-code/
Girl Code,Girl Code,1,6,https://www.mtv.com/episodes/ixgpgu, https://www.paramountplus.com/shows/girl-code/
Girl Code,Girl Code,1,7,https://www.mtv.com/episodes/3hok4a, https://www.paramountplus.com/shows/girl-code/
Girl Code,Girl Code,1,8,https://www.mtv.com/episodes/n2niep, https://www.paramountplus.com/shows/girl-code/
Girl Code,Girl Code,1,9,https://www.mtv.com/episodes/0o2egj, https://www.paramountplus.com/shows/girl-code/
Girl Code,Girl Code,2,1,https://www.mtv.com/episodes/4yjdul, https://www.paramountplus.com/shows/girl-code/
Girl Code,Girl Code,2,10,https://www.mtv.com/episodes/p7hnma, https://www.paramountplus.com/shows/girl-code/
Girl Code,Girl Code,2,11,https://www.mtv.com/episodes/zbqara, https://www.paramountplus.com/shows/girl-code/
Girl Code,Girl Code,2,12,https://www.mtv.com/episodes/bhge9s, https://www.paramountplus.com/shows/girl-code/
