"URL","Title","Season","Episode","Show"
"https://www.mtv.com/video-clips/25zsrp","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/n5z6bi","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/p91814","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/m5ftwc","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/42vdyx","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/tqli2y","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/zyfb0t","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/wwaop6","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/sg39oo","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/00t6oc","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/6esfs7","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/j2zqm3","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/di78w4","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/7bwpkl","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/k7g2r8","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/9h291g","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/ehrdxq","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/ntzueu","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/3ocljv","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/l7at5x","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/41u5zr","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/a2gut7","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/w0l8my","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/2iu1nx","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/cj22t3","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/nkt777","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/beicrc","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/wsykpb","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/rv79iz","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/aa4hhc","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/p6ko7q","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/8p90hc","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/vvq9wh","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/4zu6kf","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/imphjd","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/8coyjc","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/p6otf5","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/g8a8ub","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/mifioa","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/590vum","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/l98vr2","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/wltgat","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/vk618a","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/d3zm8f","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/wzecbn","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/i6rhxu","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/ter2nx","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/6ma494","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/yuas4e","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/uns2j9","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/z4slfp","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/c3fkri","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/sw17p7","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/wawynq","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/kxzqbb","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/9y5gsi","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/xpy151","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/zvfq5b","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/fk15ni","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/hobge1","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/ncwlqg","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/bx733q","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/nlfyb8","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/7v9qjo","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/tlp2eg","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/2uf56q","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/9pk7qx","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/x6fjlk","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/o3anru","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/w3zplz","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/dkkjhl","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/ytlzpb","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/yetd5g","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/gflmzo","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/dyd8c7","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/nzgaz4","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/q9qdyi","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/27i4n9","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/5c79cx","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/ljxc5a","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/17obok","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/qvev26","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/zp4tk2","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/25m8jz","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/0gdw73","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/451i3g","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/f607lf","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/mdm82u","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/70uloe","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/ikf6yo","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/31k38z","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/f3rt9c","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/ldtckn","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/ssal51","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/crwimf","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/212tmy","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/8i2ns4","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/uy10s8","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/yq8op7","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/ocawlk","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/qqjn9a","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/9l7lva","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/x8of95","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/xiu5mj","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/sgahby","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/wo7ufx","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/xyzu7e","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/h5odw2","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/yzsfaz","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/mdmieo","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/azad5w","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/rf7uqp","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/fohtu7","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/on3174","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/c7mpgm","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/3f6fne","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/z97lon","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/li0xxt","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/vid1oa","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/wxyovg","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/02p1k0","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/4t93pq","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/ptiogq","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/9cswa4","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/w4huzy","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/m3kz5y","16 and Pregnant",,,"16 and Pregnant"
"https://www.mtv.com/video-clips/sznuhk","16 and Pregnant",,,"16 and Pregnant"
